INFO:2025-03-03 02:27:42,110: Epoch [1/201], Step [20/641], Mel Loss: 0.69224, Adv Loss: 0.69861, Disc Loss: 1.38619, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:28:17,213: Epoch [1/201], Step [40/641], Mel Loss: 0.60800, Adv Loss: 0.69271, Disc Loss: 1.38608, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:28:55,052: Epoch [1/201], Step [60/641], Mel Loss: 0.57274, Adv Loss: 0.69230, Disc Loss: 1.38545, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:29:34,819: Epoch [1/201], Step [80/641], Mel Loss: 0.56875, Adv Loss: 0.69657, Disc Loss: 1.38287, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:30:27,180: Epoch [1/201], Step [100/641], Mel Loss: 0.55943, Adv Loss: 0.60391, Disc Loss: 1.33740, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:31:24,567: Epoch [1/201], Step [120/641], Mel Loss: 0.57360, Adv Loss: 0.75312, Disc Loss: 1.33302, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:32:21,714: Epoch [1/201], Step [140/641], Mel Loss: 0.56628, Adv Loss: 0.66942, Disc Loss: 1.31326, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:33:24,209: Epoch [1/201], Step [160/641], Mel Loss: 0.56129, Adv Loss: 0.67494, Disc Loss: 1.36875, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:34:35,358: Epoch [1/201], Step [180/641], Mel Loss: 0.56168, Adv Loss: 0.73028, Disc Loss: 1.38109, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:35:54,455: Epoch [1/201], Step [200/641], Mel Loss: 0.55575, Adv Loss: 0.67542, Disc Loss: 1.38130, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:37:12,532: Epoch [1/201], Step [220/641], Mel Loss: 0.55276, Adv Loss: 0.71633, Disc Loss: 1.33848, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:38:33,043: Epoch [1/201], Step [240/641], Mel Loss: 0.54953, Adv Loss: 0.73886, Disc Loss: 1.38331, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:39:53,646: Epoch [1/201], Step [260/641], Mel Loss: 0.55549, Adv Loss: 0.59901, Disc Loss: 1.37658, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:41:17,071: Epoch [1/201], Step [280/641], Mel Loss: 0.54221, Adv Loss: 0.70371, Disc Loss: 1.34449, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:42:44,913: Epoch [1/201], Step [300/641], Mel Loss: 0.54878, Adv Loss: 0.81860, Disc Loss: 1.36414, Mono Loss: 0.00000, S2S Loss: 0.00000
INFO:2025-03-03 02:44:24,073: Epoch [1/201], Step [320/641], Mel Loss: 0.54327, Adv Loss: 0.70378, Disc Loss: 1.42526, Mono Loss: 0.00000, S2S Loss: 0.00000
