INFO:2025-03-20 04:25:39,009: Epoch [17/101], Step [20/641], Loss: 0.31484, Avd Loss: 0.68515,  Disc Loss: 1.36693, Dur Loss: 0.68001, Norm Loss: 0.47998, F0 Loss: 2.33180
INFO:2025-03-20 04:26:33,390: Epoch [17/101], Step [40/641], Loss: 0.31554, Avd Loss: 0.74734,  Disc Loss: 1.32548, Dur Loss: 0.47738, Norm Loss: 0.41585, F0 Loss: 2.09300
INFO:2025-03-20 04:27:42,865: Epoch [17/101], Step [60/641], Loss: 0.31633, Avd Loss: 0.64087,  Disc Loss: 1.36555, Dur Loss: 0.46239, Norm Loss: 0.40398, F0 Loss: 2.21549
INFO:2025-03-20 04:28:57,432: Epoch [17/101], Step [80/641], Loss: 0.31735, Avd Loss: 0.68513,  Disc Loss: 1.30087, Dur Loss: 0.52585, Norm Loss: 0.40432, F0 Loss: 2.18713
INFO:2025-03-20 04:30:16,257: Epoch [17/101], Step [100/641], Loss: 0.31444, Avd Loss: 0.70148,  Disc Loss: 1.36460, Dur Loss: 0.45592, Norm Loss: 0.41928, F0 Loss: 2.46309
INFO:2025-03-20 04:31:37,495: Epoch [17/101], Step [120/641], Loss: 0.31362, Avd Loss: 0.68879,  Disc Loss: 1.35737, Dur Loss: 0.46155, Norm Loss: 0.42571, F0 Loss: 2.22728
INFO:2025-03-20 04:33:10,682: Epoch [17/101], Step [140/641], Loss: 0.31989, Avd Loss: 0.71777,  Disc Loss: 1.36383, Dur Loss: 0.44166, Norm Loss: 0.48100, F0 Loss: 2.32131
INFO:2025-03-20 04:34:47,755: Epoch [17/101], Step [160/641], Loss: 0.31297, Avd Loss: 0.82676,  Disc Loss: 1.32454, Dur Loss: 0.45618, Norm Loss: 0.41200, F0 Loss: 2.00542
INFO:2025-03-20 04:36:24,877: Epoch [17/101], Step [180/641], Loss: 0.31223, Avd Loss: 0.73470,  Disc Loss: 1.35442, Dur Loss: 0.45871, Norm Loss: 0.37790, F0 Loss: 2.33731
INFO:2025-03-20 04:38:17,768: Epoch [17/101], Step [200/641], Loss: 0.31178, Avd Loss: 0.72281,  Disc Loss: 1.35451, Dur Loss: 0.48156, Norm Loss: 0.39052, F0 Loss: 2.07241
INFO:2025-03-20 04:40:18,462: Epoch [17/101], Step [220/641], Loss: 0.32020, Avd Loss: 0.78699,  Disc Loss: 1.36835, Dur Loss: 0.46949, Norm Loss: 0.41389, F0 Loss: 2.22122
INFO:2025-03-20 04:42:01,804: Epoch [17/101], Step [240/641], Loss: 0.31104, Avd Loss: 0.80440,  Disc Loss: 1.37784, Dur Loss: 0.44268, Norm Loss: 0.36326, F0 Loss: 2.18091
INFO:2025-03-20 04:44:25,392: Epoch [17/101], Step [260/641], Loss: 0.30871, Avd Loss: 0.78389,  Disc Loss: 1.36440, Dur Loss: 0.48206, Norm Loss: 0.40317, F0 Loss: 2.30176
INFO:2025-03-20 04:46:44,152: Epoch [17/101], Step [280/641], Loss: 0.31164, Avd Loss: 0.75097,  Disc Loss: 1.35349, Dur Loss: 0.47191, Norm Loss: 0.41626, F0 Loss: 2.20908
INFO:2025-03-20 04:48:53,843: Epoch [17/101], Step [300/641], Loss: 0.31490, Avd Loss: 0.73451,  Disc Loss: 1.31116, Dur Loss: 0.44887, Norm Loss: 0.37009, F0 Loss: 2.26106
INFO:2025-03-20 04:51:24,599: Epoch [17/101], Step [320/641], Loss: 0.31260, Avd Loss: 0.77344,  Disc Loss: 1.33740, Dur Loss: 0.46097, Norm Loss: 0.45240, F0 Loss: 2.25654
INFO:2025-03-20 04:54:05,896: Epoch [17/101], Step [340/641], Loss: 0.31127, Avd Loss: 0.67623,  Disc Loss: 1.32410, Dur Loss: 0.49759, Norm Loss: 0.40837, F0 Loss: 2.19071
INFO:2025-03-20 04:56:40,129: Epoch [17/101], Step [360/641], Loss: 0.31446, Avd Loss: 0.69971,  Disc Loss: 1.35367, Dur Loss: 0.50101, Norm Loss: 0.39202, F0 Loss: 2.04327
INFO:2025-03-20 04:59:09,962: Epoch [17/101], Step [380/641], Loss: 0.31852, Avd Loss: 0.70641,  Disc Loss: 1.32233, Dur Loss: 0.43869, Norm Loss: 0.36374, F0 Loss: 2.31953
INFO:2025-03-20 05:01:28,068: Epoch [17/101], Step [400/641], Loss: 0.31335, Avd Loss: 0.61736,  Disc Loss: 1.37193, Dur Loss: 0.48419, Norm Loss: 0.42192, F0 Loss: 2.33981
INFO:2025-03-20 05:03:47,555: Epoch [17/101], Step [420/641], Loss: 0.31335, Avd Loss: 0.73115,  Disc Loss: 1.30750, Dur Loss: 0.44596, Norm Loss: 0.44980, F0 Loss: 2.32396
INFO:2025-03-20 05:06:12,905: Epoch [17/101], Step [440/641], Loss: 0.31344, Avd Loss: 0.74651,  Disc Loss: 1.30149, Dur Loss: 0.49818, Norm Loss: 0.41444, F0 Loss: 2.41867
